customer,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,state,total_claim_amount,vehicle_class
JM67025,5230.092742,High School or Below,M,32630.0,66.0,0.0,Personal Auto,Nevada,202.961374,Four-Door Car
OB69329,6273.911874,College,F,18577.0,86.0,0.0,Personal Auto,California,412.8,Four-Door Car
GF19726,5866.068903,High School or Below,M,75952.0,73.0,0.0,Personal Auto,Oregon,350.4,Two-Door Car
FH39427,8802.188243,Bachelor,M,96390.0,73.0,0.0,Corporate Auto,Nevada,316.977588,Two-Door Car
VM69145,8722.895091,College,F,25680.0,73.0,0.0,Personal Auto,California,332.40907,Two-Door Car
GN76399,8178.521899,Bachelor,M,0.0,112.0,0.0,Personal Auto,Nevada,806.4,Four-Door Car
IV94496,43217.21611,High School or Below,M,51504.0,220.0,0.0,Personal Auto,Nevada,2552.343856,Luxury
NM91640,2442.216651,High School or Below,M,0.0,74.0,3.0,Personal Auto,Oregon,532.8,Four-Door Car
DS46955,2919.710443,Master,F,41456.0,73.0,0.0,Personal Auto,California,257.380112,Four-Door Car
LU82585,6366.225775,High School or Below,M,44368.0,80.0,0.0,Personal Auto,Nevada,384.0,Two-Door Car
QX31376,17114.32815,Master,F,70961.0,85.0,0.0,Corporate Auto,Oregon,408.0,Four-Door Car
SQ36805,2395.57,Doctor,F,21986.0,63.0,0.0,Personal Auto,Oregon,333.696228,Two-Door Car
UY57856,2987.949471,College,F,0.0,83.0,0.0,Corporate Auto,Oregon,708.693556,Four-Door Car
OG84541,12780.276,Master,F,33514.0,105.0,0.0,Personal Auto,Arizona,265.215014,Luxury
NT66759,3906.669584,College,F,60230.0,98.0,0.0,Personal Auto,Arizona,8.129056,Four-Door Car
PR74307,2594.591182,High School or Below,M,0.0,70.0,1.0,Corporate Auto,California,494.196873,Four-Door Car
PW15144,5267.848664,College,M,40818.0,66.0,0.0,Personal Auto,Washington,316.8,Four-Door Car
KS89479,9095.049868,College,M,37937.0,116.0,0.0,Personal Auto,Oregon,556.8,SUV
QA22158,7122.273163,College,F,64571.0,89.0,0.0,Corporate Auto,Arizona,452.115601,Four-Door Car
MK32733,9117.441695,Bachelor,M,0.0,126.0,0.0,Corporate Auto,California,421.906803,SUV
WL85494,41075.42879,College,M,21988.0,209.0,0.0,Personal Auto,California,1003.2,Luxury
RZ79717,3486.699561,High School or Below,M,0.0,95.0,0.0,Corporate Auto,Arizona,684.0,Four-Door Car
NS12730,7297.687812,Bachelor,M,24672.0,93.0,0.0,Personal Auto,Oregon,669.6,Two-Door Car
YK32760,2502.209885,High School or Below,M,0.0,74.0,1.0,Corporate Auto,Oregon,355.2,Four-Door Car
SS77718,9955.490835,Bachelor,M,0.0,96.0,0.0,Personal Auto,California,460.8,Four-Door Car
QP62600,7094.158873,Bachelor,M,72878.0,61.0,2.0,Corporate Auto,Oregon,45.463345,Two-Door Car
ET47892,12280.76661,College,M,88340.0,102.0,0.0,Personal Auto,Oregon,489.6,Two-Door Car
PS78418,5773.90039,Bachelor,M,52278.0,73.0,0.0,Personal Auto,Oregon,234.997994,Two-Door Car
SK32629,4904.894731,College,F,12902.0,139.0,0.0,Personal Auto,California,667.2,Luxury
LQ79472,3423.822189,College,M,99816.0,86.0,0.0,Corporate Auto,Arizona,172.913031,Two-Door Car
AI58500,2689.16845,College,F,26554.0,68.0,1.0,Personal Auto,Arizona,391.687368,Two-Door Car
ME47990,3109.007806,High School or Below,M,77485.0,77.0,0.0,Corporate Auto,California,355.909266,Four-Door Car
KU25309,22425.25604,College,M,22537.0,64.0,1.0,Corporate Auto,Oregon,307.2,Four-Door Car
RW66792,5705.547071,High School or Below,F,76522.0,71.0,0.0,Personal Auto,California,340.8,Four-Door Car
MN32305,2063.387895,College,F,0.0,64.0,3.0,Personal Auto,Oregon,602.911057,Four-Door Car
XS98744,5096.673223,Master,F,22886.0,65.0,0.0,Special Auto,Oregon,312.0,Four-Door Car
SL19130,4101.935985,High School or Below,M,0.0,115.0,0.0,Personal Auto,Oregon,552.0,Two-Door Car
JG66653,2537.929538,High School or Below,M,25506.0,65.0,0.0,Personal Auto,Oregon,312.0,Two-Door Car
GQ17441,3651.69247,High School or Below,M,0.0,110.0,0.0,Personal Auto,Nevada,1265.387328,SUV
WL67313,10014.05568,College,F,0.0,98.0,1.0,Personal Auto,California,705.6,Two-Door Car
LX33054,6758.807188,High School or Below,M,0.0,191.0,0.0,Personal Auto,Oregon,2042.569089,Luxury
HN97052,5205.90965,College,F,0.0,72.0,0.0,Personal Auto,Oregon,345.6,Two-Door Car
EB12732,2847.965582,High School or Below,F,96357.0,71.0,1.0,Personal Auto,Oregon,238.245103,Four-Door Car
KA29693,11513.35549,College,M,16266.0,100.0,0.0,Special Auto,California,1177.323534,SUV
KE41602,7588.35586,High School or Below,M,76516.0,95.0,0.0,Personal Auto,Arizona,661.008979,Two-Door Car
QF17193,2389.310128,College,F,20484.0,61.0,0.0,Personal Auto,Arizona,181.218317,Four-Door Car
IQ63581,5066.827444,Master,F,40215.0,64.0,0.0,Personal Auto,California,98.480884,Four-Door Car
MR39613,36860.90798,Bachelor,M,22854.0,122.0,0.0,Special Auto,California,878.4,Luxury
RQ22171,3961.58618,High School or Below,F,0.0,118.0,1.0,Corporate Auto,California,264.642948,SUV
QV89791,8476.80656,High School or Below,F,55217.0,107.0,2.0,Personal Auto,California,696.115596,Two-Door Car
MD15300,10110.76997,College,M,76276.0,86.0,0.0,Corporate Auto,California,93.309811,Two-Door Car
OW33876,2476.480866,College,F,47918.0,62.0,0.0,Corporate Auto,Washington,246.256648,Two-Door Car
SK12752,4462.997006,Bachelor,F,0.0,73.0,3.0,Corporate Auto,California,350.4,Two-Door Car
BW65176,3141.252909,College,M,43499.0,80.0,0.0,Personal Auto,Arizona,529.490007,Four-Door Car
XV31269,2496.140812,High School or Below,M,0.0,72.0,0.0,Corporate Auto,Oregon,518.4,Two-Door Car
NV94455,6861.278936,College,F,0.0,71.0,3.0,Personal Auto,Arizona,476.197355,Two-Door Car
QA32784,4983.178714,Bachelor,M,21497.0,128.0,0.0,Personal Auto,Oregon,614.4,Luxury
UH41125,2227.072755,High School or Below,M,27972.0,61.0,0.0,Personal Auto,Arizona,292.8,Four-Door Car
VS28690,9670.181104,Master,F,20942.0,84.0,0.0,Personal Auto,Nevada,403.2,Four-Door Car
SD63822,5088.687654,Bachelor,F,0.0,71.0,0.0,Corporate Auto,Oregon,511.2,Four-Door Car
QE50648,7095.134789,High School or Below,F,74298.0,177.0,0.0,Corporate Auto,Washington,161.537767,Luxury
EL77795,5437.908293,College,F,23339.0,138.0,0.0,Corporate Auto,California,666.307195,SUV
VK98184,5033.693296,College,F,77031.0,125.0,0.0,Personal Auto,Arizona,600.0,SUV
BR69566,14019.83314,College,M,31739.0,71.0,0.0,Personal Auto,Oregon,469.882367,Two-Door Car
AI16519,4877.61238,High School or Below,M,0.0,66.0,0.0,Personal Auto,Nevada,420.39344,Two-Door Car
SN67992,3449.494119,Bachelor,F,25236.0,89.0,0.0,Personal Auto,Washington,427.2,Four-Door Car
BE31382,3771.617797,College,F,0.0,103.0,1.0,Personal Auto,Oregon,685.227276,SUV
ZP49970,5824.817366,Bachelor,M,40964.0,74.0,0.0,Special Auto,Oregon,355.2,Two-Door Car
OA23108,4379.92784,Doctor,F,40896.0,109.0,0.0,Personal Auto,Oregon,319.294289,Luxury
LY90785,5793.157728,Bachelor,M,95733.0,72.0,0.0,Corporate Auto,Oregon,475.423848,Two-Door Car
ZR66788,2725.680297,High School or Below,F,39161.0,71.0,3.0,Personal Auto,California,340.8,Four-Door Car
BL12371,5790.565333,Master,M,84551.0,72.0,0.0,Personal Auto,Arizona,28.92584,Four-Door Car
GB68813,8502.237137,Bachelor,F,12843.0,111.0,0.0,Corporate Auto,Nevada,1143.494486,Four-Door Car
IG90926,2476.588891,College,F,71551.0,62.0,0.0,Personal Auto,Arizona,297.6,Four-Door Car
CT86614,2426.95904,Bachelor,M,0.0,71.0,0.0,Corporate Auto,Arizona,511.2,Four-Door Car
BL13393,5897.986595,High School or Below,F,77835.0,74.0,1.0,Personal Auto,Oregon,43.618784,Four-Door Car
TU33850,4617.391775,Bachelor,F,16764.0,61.0,0.0,Personal Auto,Washington,292.8,Four-Door Car
IL25109,12521.42105,High School or Below,M,39007.0,105.0,0.0,Personal Auto,Nevada,1023.844984,Two-Door Car
OP67672,9079.823377,Master,F,20290.0,113.0,0.0,Personal Auto,Washington,766.519022,SUV
NW73460,7777.201669,High School or Below,F,46182.0,65.0,0.0,Corporate Auto,Arizona,2.574682,Two-Door Car
LW57693,5601.68063,College,F,11920.0,74.0,0.0,Personal Auto,Oregon,355.2,Four-Door Car
JD81426,3459.037949,High School or Below,M,97162.0,86.0,0.0,Personal Auto,Arizona,32.715179,Four-Door Car
AM99192,9061.951591,College,M,42743.0,117.0,1.0,Personal Auto,Arizona,101.288057,SUV
LQ31287,6866.093807,College,F,0.0,64.0,0.0,Personal Auto,Oregon,40.44586,Two-Door Car
ZU25563,2659.70565,College,F,0.0,87.0,3.0,Personal Auto,California,420.041981,Four-Door Car
RU75949,12332.51669,College,M,85789.0,105.0,2.0,Personal Auto,Oregon,122.302824,Luxury
DV85764,21172.38983,High School or Below,M,0.0,82.0,0.0,Personal Auto,California,588.269018,Four-Door Car
VU33725,3677.907634,High School or Below,M,31349.0,93.0,0.0,Corporate Auto,Oregon,446.4,Four-Door Car
SV43220,9816.528302,College,M,37256.0,62.0,0.0,Personal Auto,Oregon,128.969729,Four-Door Car
WL61717,4922.165949,Bachelor,F,0.0,69.0,0.0,Personal Auto,Arizona,331.2,Four-Door Car
IW17510,7583.962264,High School or Below,F,0.0,102.0,0.0,Personal Auto,California,848.161322,Luxury
ZS35830,2685.901421,College,F,58166.0,67.0,0.0,Personal Auto,Oregon,91.914969,Four-Door Car
TY95197,4132.58858,College,F,0.0,63.0,1.0,Personal Auto,Washington,453.6,Four-Door Car
PU73501,8622.835375,Bachelor,M,97361.0,73.0,0.0,Personal Auto,Arizona,350.4,Four-Door Car
FP65563,15253.26436,High School or Below,M,51937.0,193.0,0.0,Personal Auto,Washington,850.389259,Luxury
IC44995,4277.560211,College,F,75921.0,106.0,0.0,Personal Auto,Oregon,609.680428,SUV
AY55759,20096.89337,High School or Below,F,92766.0,71.0,0.0,Personal Auto,California,379.029102,Two-Door Car
GO94903,4770.550911,College,F,12964.0,65.0,0.0,Personal Auto,Oregon,362.774545,Two-Door Car
TF35512,7025.65076,College,F,48117.0,88.0,0.0,Corporate Auto,Oregon,422.4,Four-Door Car
HY43263,8265.379176,Bachelor,F,0.0,77.0,0.0,Corporate Auto,California,554.4,Two-Door Car
WP34496,24552.8746,High School or Below,M,0.0,118.0,1.0,Personal Auto,Washington,966.541071,SUV
QE73187,4407.97312,High School or Below,M,66152.0,111.0,0.0,Corporate Auto,Oregon,532.8,SUV
WL13766,2482.195895,High School or Below,M,31093.0,64.0,0.0,Personal Auto,Arizona,274.956819,Four-Door Car
VT44999,3858.867206,High School or Below,F,0.0,107.0,1.0,Personal Auto,Arizona,513.6,SUV
RZ14993,11572.10339,High School or Below,F,0.0,166.0,0.0,Special Auto,California,1195.2,Luxury
XI14610,3645.464325,College,F,19121.0,95.0,0.0,Personal Auto,California,915.188647,Four-Door Car
VE31268,4362.772279,Bachelor,M,0.0,65.0,0.0,Personal Auto,Oregon,468.0,Four-Door Car
ZD13262,10425.98532,High School or Below,F,68563.0,131.0,1.0,Personal Auto,Oregon,350.097052,SUV
OJ58066,7025.04419,High School or Below,M,24726.0,92.0,1.0,Personal Auto,Nevada,150.693773,Four-Door Car
RK81706,7388.733207,College,F,0.0,97.0,0.0,Personal Auto,Arizona,638.371157,Four-Door Car
NI18835,2927.734329,Bachelor,M,51991.0,73.0,0.0,Personal Auto,California,124.376921,Four-Door Car
RA87395,8356.181097,Bachelor,M,0.0,118.0,0.0,Personal Auto,California,153.176419,SUV
QN13323,8718.056722,High School or Below,M,89096.0,111.0,0.0,Personal Auto,Oregon,64.98293,SUV
BC53363,35227.29912,High School or Below,F,23031.0,148.0,0.0,Special Auto,Oregon,710.4,SUV
VB26229,8697.882675,Bachelor,M,29540.0,73.0,0.0,Personal Auto,Arizona,350.4,Four-Door Car
AD28535,3554.845264,Master,F,58557.0,88.0,0.0,Personal Auto,California,55.510526,Four-Door Car
SE50560,2818.31302,College,M,88816.0,70.0,0.0,Personal Auto,Oregon,164.282841,Two-Door Car
YL65673,19045.50012,Bachelor,F,0.0,61.0,0.0,Personal Auto,California,439.2,Four-Door Car
WK65741,2893.806196,High School or Below,F,61809.0,72.0,0.0,Personal Auto,California,328.004855,Two-Door Car
GZ77449,14439.80313,College,M,58452.0,186.0,0.0,Corporate Auto,California,892.8,Luxury
OF49789,5121.838914,College,F,57161.0,127.0,0.0,Personal Auto,Oregon,609.6,Luxury
YX54093,2217.664193,College,M,0.0,65.0,0.0,Personal Auto,Arizona,111.872115,Four-Door Car
TD19026,2861.717418,High School or Below,F,90083.0,71.0,0.0,Personal Auto,California,181.689191,Two-Door Car
XT67997,5979.724161,High School or Below,F,57693.0,76.0,0.0,Personal Auto,California,547.2,Four-Door Car
WP65749,7377.231238,College,M,0.0,69.0,0.0,Personal Auto,Nevada,331.2,Four-Door Car
YT91759,6366.225775,High School or Below,M,44368.0,80.0,0.0,Personal Auto,California,384.0,Two-Door Car
YH20696,8657.968597,College,M,68727.0,72.0,0.0,Personal Auto,Oregon,171.475838,Four-Door Car
NS14955,11726.18921,Master,F,40564.0,97.0,0.0,Personal Auto,Oregon,85.968142,Four-Door Car
UH79028,5780.182197,High School or Below,M,51066.0,74.0,0.0,Personal Auto,Nevada,787.993313,Four-Door Car
JM89095,10058.74013,High School or Below,M,0.0,92.0,0.0,Personal Auto,Oregon,640.229108,Two-Door Car
NK26146,7072.928971,College,F,90551.0,61.0,4.0,Corporate Auto,Washington,374.527412,Four-Door Car
HE99696,4787.206586,College,F,0.0,67.0,0.0,Personal Auto,Washington,321.6,Four-Door Car
HH15953,3013.439451,Bachelor,M,21353.0,80.0,0.0,Personal Auto,California,576.0,Four-Door Car
ZO30377,3472.369996,High School or Below,M,0.0,102.0,0.0,Personal Auto,California,976.112456,Four-Door Car
VZ23007,5380.898636,College,F,55350.0,67.0,0.0,Personal Auto,Oregon,321.6,Four-Door Car
DF74270,38230.21008,Bachelor,M,80321.0,105.0,0.0,Corporate Auto,Nevada,166.972451,SUV
SE47384,5526.438887,Bachelor,F,94230.0,137.0,0.0,Special Auto,California,657.6,SUV
CS84396,4883.117399,Bachelor,M,53305.0,63.0,0.0,Corporate Auto,Arizona,302.4,Two-Door Car
OQ20827,14203.04178,College,M,55593.0,182.0,1.0,Corporate Auto,California,677.63589,Luxury
VU47281,5745.41663,Bachelor,F,0.0,165.0,0.0,Personal Auto,Oregon,1853.202354,Luxury
BN62219,9602.07966,College,F,0.0,94.0,0.0,Personal Auto,Arizona,676.8,Two-Door Car
TP39671,3199.75316,Bachelor,M,0.0,87.0,0.0,Personal Auto,Arizona,132.492438,Four-Door Car
HX33134,2758.329817,High School or Below,M,22158.0,74.0,0.0,Personal Auto,Arizona,355.2,Four-Door Car
UR49989,2725.192659,Bachelor,F,81605.0,67.0,0.0,Personal Auto,Oregon,424.219182,Two-Door Car
VU48786,5550.149947,Master,M,62219.0,69.0,0.0,Personal Auto,Washington,243.238784,Two-Door Car
QM46642,2619.172388,Bachelor,M,15587.0,71.0,0.0,Special Auto,California,136.033828,Two-Door Car
TG60853,6265.343299,Doctor,F,0.0,84.0,1.0,Corporate Auto,Nevada,481.025786,Four-Door Car
CV40610,12313.16484,College,M,0.0,116.0,0.0,Personal Auto,California,835.2,Two-Door Car
HI98447,10552.42728,High School or Below,M,28505.0,88.0,0.0,Personal Auto,Oregon,422.4,Four-Door Car
QD86271,12022.38645,High School or Below,M,25918.0,104.0,0.0,Personal Auto,Arizona,996.775536,SUV
ZD75163,9295.41115,High School or Below,M,0.0,261.0,0.0,Corporate Auto,Nevada,2759.794354,Luxury
LB98130,7440.92353,Bachelor,M,34137.0,62.0,0.0,Personal Auto,Oregon,297.6,Two-Door Car
VZ16820,10302.90289,Bachelor,M,21839.0,137.0,0.0,Personal Auto,Washington,657.6,Luxury
YE24562,3508.569533,College,M,20978.0,98.0,1.0,Personal Auto,California,1176.2788,Four-Door Car
IH78357,5761.317533,College,F,83392.0,71.0,0.0,Personal Auto,Oregon,125.961938,Four-Door Car
TH96263,10280.80787,High School or Below,F,73661.0,128.0,0.0,Personal Auto,Nevada,404.329477,SUV
DC31768,4783.917752,Bachelor,M,49793.0,121.0,0.0,Personal Auto,Arizona,640.835113,SUV
YO81676,2142.892273,Bachelor,M,0.0,65.0,0.0,Corporate Auto,Oregon,686.774939,Two-Door Car
MQ79612,8738.299629,Doctor,M,91890.0,107.0,0.0,Personal Auto,California,156.617415,SUV
ZZ77357,4468.2209,High School or Below,M,0.0,65.0,0.0,Corporate Auto,Nevada,468.0,Two-Door Car
OE88763,11315.20373,Bachelor,F,11885.0,101.0,0.0,Corporate Auto,California,484.8,Four-Door Car
XP39695,21886.19626,Bachelor,F,43000.0,109.0,0.0,Personal Auto,Arizona,676.808053,SUV
QC28119,7681.551777,High School or Below,M,90043.0,63.0,0.0,Personal Auto,Oregon,203.226649,Four-Door Car
AZ29426,16702.69914,College,M,0.0,72.0,0.0,Special Auto,California,345.6,Four-Door Car
RI46607,5015.009472,Bachelor,F,48567.0,130.0,0.0,Corporate Auto,California,624.0,SUV
OJ63606,5776.338737,High School or Below,F,27510.0,159.0,3.0,Corporate Auto,Arizona,871.457982,SUV
TQ89058,2777.525403,Master,F,59124.0,70.0,2.0,Personal Auto,Nevada,173.426207,Four-Door Car
IW78492,4127.495254,College,F,0.0,119.0,3.0,Personal Auto,Arizona,856.8,Luxury
WE88728,6670.850638,High School or Below,F,56531.0,170.0,3.0,Corporate Auto,Arizona,816.0,SUV
PJ74689,14741.76092,Bachelor,F,0.0,139.0,1.0,Personal Auto,Nevada,667.2,SUV
ZI86917,38320.82017,Bachelor,M,45277.0,191.0,0.0,Special Auto,Nevada,916.8,Luxury
IJ71609,2064.697955,Bachelor,F,0.0,65.0,3.0,Personal Auto,Washington,368.828511,Four-Door Car
FP17993,5504.139033,Bachelor,F,0.0,73.0,0.0,Personal Auto,Arizona,350.4,Four-Door Car
EC28398,5096.673223,Master,F,22886.0,65.0,0.0,Corporate Auto,Oregon,312.0,Four-Door Car
ZX85480,7995.441263,High School or Below,F,66685.0,67.0,2.0,Personal Auto,Washington,38.763897,Two-Door Car
JP27787,5674.136445,College,F,65775.0,72.0,0.0,Personal Auto,Oregon,171.426318,Four-Door Car
NH24429,2886.232446,Doctor,M,52972.0,74.0,0.0,Special Auto,Arizona,355.2,Four-Door Car
QU58523,5794.682724,Master,M,52979.0,72.0,0.0,Personal Auto,Arizona,345.6,Two-Door Car
EZ39383,10706.66957,Bachelor,F,55436.0,67.0,0.0,Personal Auto,Arizona,321.6,Four-Door Car
IR74017,5320.614976,College,F,32116.0,132.0,0.0,Personal Auto,Oregon,277.351026,SUV
DH68234,20498.83124,Master,M,56070.0,74.0,0.0,Personal Auto,California,87.990528,Two-Door Car
TZ37274,4628.280887,High School or Below,M,0.0,62.0,0.0,Personal Auto,Arizona,690.548602,Four-Door Car
QG67362,27287.50099,Bachelor,F,0.0,116.0,1.0,Personal Auto,California,835.2,SUV
TN36916,4029.723325,Bachelor,F,93621.0,100.0,0.0,Personal Auto,California,59.860273,SUV
FL74984,2744.083863,Bachelor,M,79192.0,70.0,0.0,Personal Auto,Oregon,336.0,Two-Door Car
FV15346,35444.31404,College,M,96853.0,98.0,0.0,Personal Auto,Arizona,565.504258,Two-Door Car
JV12632,2858.992036,Master,F,0.0,83.0,4.0,Corporate Auto,Washington,355.385287,Four-Door Car
TF64196,5862.803295,College,F,75121.0,73.0,0.0,Corporate Auto,California,171.226873,Two-Door Car
PC27174,4031.539471,College,F,0.0,117.0,0.0,Personal Auto,Oregon,842.4,Four-Door Car
RL28880,7553.225007,Bachelor,F,69959.0,63.0,0.0,Personal Auto,Nevada,401.838921,Two-Door Car
FG46631,16699.46158,Bachelor,F,81400.0,104.0,0.0,Special Auto,Oregon,499.2,Four-Door Car
PB29715,3233.262049,High School or Below,M,0.0,98.0,1.0,Corporate Auto,California,705.6,Two-Door Car
ZV42323,5640.729767,Bachelor,M,67523.0,72.0,0.0,Corporate Auto,California,345.237659,Two-Door Car
YS49138,8678.508294,High School or Below,F,62366.0,108.0,0.0,Personal Auto,California,51.316527,Four-Door Car
XJ34057,10339.59799,Bachelor,M,67134.0,131.0,1.0,Personal Auto,California,277.448968,Luxury
NJ54277,3746.751625,College,F,41479.0,94.0,1.0,Personal Auto,California,19.575683,Two-Door Car
RL64888,2571.260863,College,F,29697.0,66.0,4.0,Personal Auto,California,316.8,Four-Door Car
UM28580,4428.031583,High School or Below,F,58577.0,110.0,0.0,Personal Auto,Oregon,303.872752,SUV
TO87218,7413.386729,High School or Below,F,0.0,106.0,0.0,Personal Auto,California,508.8,Luxury
YQ79307,4768.955924,Bachelor,M,51144.0,61.0,1.0,Personal Auto,Washington,223.305224,Two-Door Car
KZ80383,6035.086336,High School or Below,F,29587.0,76.0,0.0,Personal Auto,Arizona,422.024661,Four-Door Car
TS78649,16280.19859,High School or Below,M,0.0,157.0,0.0,Personal Auto,Arizona,753.6,Luxury
QX84389,9024.199159,Master,M,71499.0,112.0,0.0,Corporate Auto,California,537.6,Luxury
WC26700,7495.676658,Bachelor,F,0.0,106.0,0.0,Corporate Auto,California,763.2,Four-Door Car
JR26812,12520.97907,College,M,0.0,126.0,0.0,Personal Auto,Nevada,907.2,SUV
QD17769,2552.038766,High School or Below,M,75740.0,64.0,0.0,Corporate Auto,Oregon,128.516525,Two-Door Car
VA89404,16887.79708,Master,M,53262.0,62.0,4.0,Corporate Auto,California,223.72051,Four-Door Car
ZR41880,3038.829992,College,F,75180.0,77.0,3.0,Corporate Auto,Nevada,154.907769,Four-Door Car
XK49057,4455.518101,High School or Below,M,31196.0,62.0,4.0,Corporate Auto,California,342.796508,Two-Door Car
ZM52280,11972.78231,Bachelor,M,0.0,186.0,2.0,Personal Auto,Arizona,1441.843837,Luxury
UX93878,8513.697414,Bachelor,F,34505.0,106.0,0.0,Personal Auto,Oregon,359.861348,SUV
WY65854,9085.204991,Bachelor,F,0.0,82.0,2.0,Personal Auto,Oregon,146.757086,Four-Door Car
ES97823,24096.23695,Bachelor,F,0.0,97.0,0.0,Personal Auto,Oregon,1154.635974,Four-Door Car
CX34236,9095.049868,College,M,37937.0,116.0,0.0,Personal Auto,Oregon,556.8,SUV
CQ81839,21418.35544,College,F,21897.0,139.0,0.0,Personal Auto,Oregon,667.2,SUV
ES97399,10714.21449,High School or Below,M,55994.0,92.0,2.0,Corporate Auto,Nevada,441.6,Four-Door Car
GL44478,9986.661111,High School or Below,M,24067.0,132.0,0.0,Corporate Auto,Oregon,633.6,Luxury
ML79788,7908.669486,College,F,43630.0,99.0,0.0,Corporate Auto,Arizona,475.2,Four-Door Car
KZ67768,4869.596443,College,M,23811.0,130.0,0.0,Personal Auto,Nevada,624.0,SUV
XU67970,2121.647053,College,M,0.0,62.0,0.0,Personal Auto,Washington,446.4,Two-Door Car
IQ40799,6328.180924,Bachelor,M,0.0,100.0,2.0,Personal Auto,Washington,648.364172,SUV
BV80674,4340.858797,Bachelor,F,0.0,124.0,0.0,Personal Auto,Oregon,595.2,SUV
TH72397,6279.816729,Bachelor,M,50562.0,79.0,0.0,Personal Auto,California,545.013504,Four-Door Car
EC13382,11981.98481,Master,F,21514.0,62.0,0.0,Corporate Auto,Oregon,257.248789,Two-Door Car
LE30774,22235.01011,College,M,80355.0,187.0,1.0,Corporate Auto,California,897.6,Luxury
RA14734,8646.504109,High School or Below,F,64125.0,108.0,0.0,Personal Auto,Arizona,369.818708,SUV
IY31142,2444.329535,College,M,83800.0,62.0,0.0,Personal Auto,Oregon,196.155575,Four-Door Car
CK29372,5070.352408,College,F,23840.0,64.0,0.0,Personal Auto,California,307.2,Four-Door Car
KD70601,5647.145809,College,F,54834.0,72.0,0.0,Corporate Auto,Washington,186.191931,Four-Door Car
QN76596,13345.13545,Bachelor,M,80277.0,112.0,1.0,Corporate Auto,California,36.975673,SUV
XI62151,13297.63587,College,M,88430.0,66.0,1.0,Personal Auto,Oregon,316.8,Four-Door Car
ZQ37702,7031.785183,High School or Below,F,26255.0,88.0,0.0,Personal Auto,California,52.752601,Four-Door Car
GE13332,3615.889805,High School or Below,M,0.0,95.0,0.0,Personal Auto,Nevada,684.0,Four-Door Car
LZ84227,14120.03562,College,M,95715.0,119.0,2.0,Personal Auto,Arizona,148.98255,Four-Door Car
EX97404,2155.209879,High School or Below,F,0.0,70.0,3.0,Personal Auto,Oregon,336.0,Four-Door Car
RQ99149,2748.851081,Master,M,32437.0,69.0,0.0,Corporate Auto,California,473.361602,Two-Door Car
UP57305,5087.015287,Bachelor,M,22726.0,65.0,0.0,Personal Auto,California,312.0,Four-Door Car
IC82877,14031.70314,Bachelor,M,58092.0,72.0,1.0,Personal Auto,Arizona,202.24202,Two-Door Car
JO63956,8656.396659,College,M,83365.0,109.0,1.0,Personal Auto,California,523.2,SUV
MD47500,4861.493017,College,M,12153.0,69.0,1.0,Personal Auto,California,438.155584,Four-Door Car
OW31837,19174.63407,Bachelor,F,74028.0,118.0,0.0,Corporate Auto,California,53.076203,SUV
OY20177,7089.68396,High School or Below,M,52707.0,90.0,1.0,Corporate Auto,Oregon,432.0,Four-Door Car
LZ10377,6802.06713,High School or Below,M,47451.0,87.0,1.0,Personal Auto,California,417.6,Four-Door Car
UB17669,2359.423599,Bachelor,F,19864.0,63.0,0.0,Personal Auto,Nevada,352.394515,Four-Door Car
DP77737,15114.40241,High School or Below,F,28513.0,100.0,1.0,Personal Auto,Oregon,480.0,SUV
QT39597,2926.829158,High School or Below,M,26242.0,74.0,0.0,Personal Auto,Arizona,347.060173,Four-Door Car
MQ74051,13014.23496,Bachelor,F,55067.0,110.0,1.0,Personal Auto,Arizona,353.098604,SUV
MN98042,7901.697919,College,M,62291.0,100.0,0.0,Personal Auto,California,480.0,Luxury
XJ60303,13406.92021,Bachelor,F,25048.0,167.0,0.0,Personal Auto,California,801.6,SUV
GU42671,6106.941981,Bachelor,F,16654.0,79.0,0.0,Personal Auto,Arizona,379.2,Four-Door Car
DK26322,12321.83615,High School or Below,M,26887.0,113.0,0.0,Special Auto,Washington,542.4,SUV
NT75612,19338.5293,College,F,22784.0,70.0,0.0,Personal Auto,Oregon,224.904234,Four-Door Car
AX28231,5431.371279,High School or Below,M,49345.0,69.0,0.0,Personal Auto,Washington,251.075981,Two-Door Car
GA89827,7329.828776,College,M,0.0,70.0,0.0,Personal Auto,Oregon,622.381217,Four-Door Car
UX91266,3484.141641,Bachelor,M,34307.0,92.0,2.0,Personal Auto,California,186.025014,Four-Door Car
UC10048,6964.051797,College,F,0.0,95.0,1.0,Corporate Auto,Oregon,629.647822,Four-Door Car
CY90231,25253.10198,Master,M,44096.0,72.0,1.0,Personal Auto,Nevada,345.6,Four-Door Car
QD26729,2523.654743,College,M,43204.0,64.0,3.0,Personal Auto,California,246.065764,Four-Door Car
RZ98310,17349.03226,Bachelor,F,0.0,92.0,0.0,Personal Auto,Nevada,441.6,Four-Door Car
VJ73478,4058.668736,Bachelor,M,0.0,117.0,0.0,Personal Auto,Oregon,842.4,Luxury
KR29524,4742.617289,Bachelor,F,78596.0,118.0,0.0,Personal Auto,Oregon,133.907696,SUV
ID58813,4363.599418,Bachelor,M,38925.0,112.0,0.0,Personal Auto,California,241.304377,Luxury
